"","date","ID_RSSD","Name","total_interest_income","total_noninterest_income","total_interest_expense","total_noninterest_expense","chargeoffs","total_loans_and_leases","Assets"
"489",20051231,1111435,"STATE STREET CORP             ",0.00879101246068121,0.0119978448864821,0.00631709945509278,0.0105873655806721,0,6877694,"   97,995,766"
"490",20051231,1119794,"U S BC                        ",0.0135249325662999,0.00762418542477263,0.00505096316807104,0.00699878261284701,0.190608089778552,140078000,"  209,465,000"
"491",20051231,1132449,"CITIZENS FNCL GROUP           ",0.0117272089165064,0.0032999160047348,0.00532232708559924,0.00578024094923386,0.139904948521103,98466853,"  155,439,714"
"492",20051231,1199611,"NORTHERN TR CORP              ",0.00827132735012267,0.00945472945875763,0.00508284404495715,0.00856417303566717,0.0015217350709794,19385766,"   53,413,797"
"493",20051231,1245415,"HARRIS FC                     ",0.0100325916746587,0.00182452025478051,0.00582451849499246,0.00264272171059718,0.172413310134097,26060053,"   50,006,022"
"494",20051231,1275216,NA,NA,NA,NA,NA,NA,NA,NA
"495",20051231,1378434,"UNIONBANCAL CORP              ",0.012100992198797,0.00453373884881498,0.00241722373139768,0.00872447561102382,0.0174510499782519,34593907,"   49,416,609"
"496",20051231,1562859,NA,NA,NA,NA,NA,NA,NA,NA
"497",20051231,1574834,NA,NA,NA,NA,NA,NA,NA,NA
"498",20051231,1575569,NA,NA,NA,NA,NA,NA,NA,NA
"499",20051231,1951350,"CITIGROUP                     ",0.0138175962174966,0.00675619144639658,0.00727960552516437,0.00783782463218782,0.428734037283788,609702000,"1,494,037,000"
"500",20051231,2162966,NA,NA,NA,NA,NA,NA,NA,NA
"501",20051231,2277860,"CAPITAL ONE FC                ",0.0203034616724351,0.0189828016012587,0.00728846063843402,0.0198183412311485,0.946728660046134,57206953.5714286,"   88,701,411"
"502",20051231,2380443,NA,NA,NA,NA,NA,NA,NA,NA
"503",20051231,2816906,"TAUNUS CORP                   ",0.0169672773935981,0.00364955497913365,0.0162571085434135,0.00607345174964766,0.0477066721188578,29346000,"  364,702,000"
"504",20051231,3232316,"HSBC NORTH AMER HOLD          ",0.0163761104144102,0.00432877824879022,0.00760637210501662,0.00645504782037295,0.573491049774319,252123028,"  404,254,480"
"505",20051231,3242838,"REGIONS FC                    ",0.0136120290427475,0.00522200919391122,0.00496907927293139,0.00891433785476576,0.106631857649615,60413465,"   84,786,331"
"506",20051231,3587146,NA,NA,NA,NA,NA,NA,NA,NA
"507",20051231,3606542,NA,NA,NA,NA,NA,NA,NA,NA
"508",20051231,3846375,NA,NA,NA,NA,NA,NA,NA,NA
"509",20051231,3981856,NA,NA,NA,NA,NA,NA,NA,NA
"510",20051231,4846998,NA,NA,NA,NA,NA,NA,NA,NA
"511",20051231,5006575,NA,NA,NA,NA,NA,NA,NA,NA
"512",20051231,5280254,NA,NA,NA,NA,NA,NA,NA,NA
"513",20060331,1037003,"M&T BK CORP                   ",0.0140251522098702,0.00441410337687236,0.00595898271994975,0.00674413444046468,0.0636263795457949,40544504,"   55,419,862"
"514",20060331,1039502,"JPMORGAN CHASE & CO           ",0.0104768621562231,0.00816865391955592,0.00647225045198157,0.00771392354560891,0.192045150206742,459267000,"1,273,282,000"
"515",20060331,1068025,"KEYCORP                       ",0.0140876027956546,0.00515998929994557,0.00627219674141699,0.0084761230270754,0.091723496868584,70374552,"   93,076,162"
"516",20060331,1068191,"HUNTINGTON BSHRS              ",0.0136304312345674,0.00458112412480096,0.00646487373807173,0.00699306956010803,0.134515797647258,26328394.0879121,"   35,664,134"
"517",20060331,1069778,"PNC FNCL SVC GROUP            ",0.011427822695237,0.0127530243554622,0.00546682659139543,0.0125642089473018,0.05473278972983,51892111,"   93,308,063"
"518",20060331,1070345,"FIFTH THIRD BC                ",0.0135150184102021,0.00566423893940389,0.00654326661676653,0.00695732933081278,0.135014373380445,71633114,"  105,044,474"
"519",20060331,1073757,"BANK OF AMER CORP             ",0.0129986074209365,0.006796699281745,0.00679444406885019,0.00648301101466764,0.177640443886323,628717186,"1,375,923,314"
"520",20060331,1074156,"BB&T CORP                     ",0.0141472126777464,0.00552733445117886,0.00598560319103725,0.0073986704199293,0.0825421705433488,75442649,"  110,033,689"
"521",20060331,1111435,"STATE STREET CORP             ",0.00921971230532429,0.01209180816851,0.00667101577047313,0.0105242898772133,0,6735410,"  104,186,982"
"522",20060331,1119794,"U S BC                        ",0.0137727660344819,0.00771293953989148,0.00560248109877231,0.00716984188235742,0.124071238160059,141048000,"  209,907,000"
"523",20060331,1132449,"CITIZENS FNCL GROUP           ",0.0120454080797555,0.00256217110529008,0.00587233379319386,0.00484514206612678,0.110015973118362,102753261,"  160,118,112"
"524",20060331,1199611,"NORTHERN TR CORP              ",0.00950426420446378,0.0110034192089829,0.00601247818928692,0.00942734410516215,0.00185968550888846,19680747,"   50,194,943"
"525",20060331,1245415,"HARRIS FC                     ",0.0118524305083038,0.00395531876293791,0.00690580026004244,0.0068016682954133,0.0583278513025309,27184269,"   48,352,108"
"526",20060331,1275216,NA,NA,NA,NA,NA,NA,NA,NA
"527",20060331,1378434,"UNIONBANCAL CORP              ",0.012559098742209,0.00468923209984788,0.00307592347477469,0.00868036309290183,0.0338558915758189,34502119,"   48,800,954"
"528",20060331,1562859,NA,NA,NA,NA,NA,NA,NA,NA
"529",20060331,1574834,NA,NA,NA,NA,NA,NA,NA,NA
"530",20060331,1575569,NA,NA,NA,NA,NA,NA,NA,NA
"531",20060331,1951350,"CITIGROUP                     ",0.0137838773270222,0.00759109343645604,0.00759424562208699,0.00863068425754365,0.345274812178727,632250000,"1,586,201,000"
"532",20060331,2162966,NA,NA,NA,NA,NA,NA,NA,NA
"533",20060331,2277860,"CAPITAL ONE FC                ",0.0213897965813412,0.0206351905931238,0.00752416078311806,0.0175269635317496,0.727735547660125,58664030,"   89,273,079"
"534",20060331,2380443,NA,NA,NA,NA,NA,NA,NA,NA
"535",20060331,2816906,"TAUNUS CORP                   ",0.0169891265506151,0.00488539486446475,0.0164607687988157,0.00472459033130839,0,33243000,"  391,780,000"
"536",20060331,3232316,"HSBC NORTH AMER HOLD          ",0.0169842977400328,0.00490414530667697,0.008911204024202,0.00610034447736751,0.493135571743138,261562352,"  441,957,337"
"537",20060331,3242838,"REGIONS FC                    ",0.0141408654098088,0.00551498869460594,0.00533205925391338,0.00869164856709389,0.0915715053734738,60314614,"   84,595,459"
"538",20060331,3587146,NA,NA,NA,NA,NA,NA,NA,NA
"539",20060331,3606542,NA,NA,NA,NA,NA,NA,NA,NA
"540",20060331,3846375,NA,NA,NA,NA,NA,NA,NA,NA
"541",20060331,3981856,NA,NA,NA,NA,NA,NA,NA,NA
"542",20060331,4846998,NA,NA,NA,NA,NA,NA,NA,NA
"543",20060331,5006575,NA,NA,NA,NA,NA,NA,NA,NA
"544",20060331,5280254,NA,NA,NA,NA,NA,NA,NA,NA
"545",20060630,1037003,"M&T BK CORP                   ",0.0143860005668669,0.0045029041312481,0.00648233722466817,0.00653151689572112,0.0433288938054836,40979583,"   56,507,088"
"546",20060630,1039502,"JPMORGAN CHASE & CO           ",0.0107040582047754,0.00763779545346728,0.00682680208825144,0.00687725385748957,0.18081910200287,468977000,"1,328,001,000"
"547",20060630,1068025,"KEYCORP                       ",0.0145906832843163,0.00574430313738923,0.00687890015079992,0.0087467568913742,0.0839750547388637,71286646,"   94,576,311"
"548",20060630,1068191,"HUNTINGTON BSHRS              ",0.0143979093306274,0.00447578493466424,0.00715783274352867,0.00691043973418371,0.0918007668619045,26497600,"   36,282,351"
"549",20060630,1069778,"PNC FNCL SVC GROUP            ",0.0118530004762296,0.0130372651046801,0.00600332454873736,0.0120947281933033,0.080615646255848,52518341,"   94,937,396"
"550",20060630,1070345,"FIFTH THIRD BC                ",0.0141536399885278,0.00579928399743011,0.00723295909426053,0.00714857537254579,0.132101131866609,73093242,"  106,110,513"
"551",20060630,1073757,"BANK OF AMER CORP             ",0.0132144724781575,0.00641626961637736,0.00736903059127213,0.00602478083795749,0.214874055093016,654550406,"1,447,538,298"
"552",20060630,1074156,"BB&T CORP                     ",0.0140233977702642,0.00552764346310529,0.00632883035313711,0.00723573280630059,0.0778233160270659,77977916,"  116,283,730"
"553",20060630,1111435,"STATE STREET CORP             ",0.010079171186113,0.0134065351720608,0.00752169548701585,0.0114621237188057,0,8065428,"  102,586,312"
"554",20060630,1119794,"U S BC                        ",0.014142124130175,0.0082144279656053,0.00624165319462993,0.00717415243316698,0.123141507783803,142925000,"  213,405,000"
"555",20060630,1132449,"CITIZENS FNCL GROUP           ",0.0125363946766281,0.00336919794437723,0.00641572583196659,0.00493060484744531,0.0858605941964429,105127388,"  163,581,959"
"556",20060630,1199611,"NORTHERN TR CORP              ",0.0101427981096471,0.0111212154330364,0.00671127712086558,0.00921375640317177,0.0012277072693917,20444613,"   53,325,916"
"557",20060630,1245415,"HARRIS FC                     ",0.0124068090430707,0.00348812987458635,0.00772638477951766,0.00618673951281363,0.057591878707557,28177584,"   52,595,232"
"558",20060630,1275216,NA,NA,NA,NA,NA,NA,NA,NA
"559",20060630,1378434,"UNIONBANCAL CORP              ",0.0128546506253448,0.00456296022514585,0.00373739156918793,0.00832889502500544,0.0557252960810675,35244317,"   50,800,136"
"560",20060630,1562859,NA,NA,NA,NA,NA,NA,NA,NA
"561",20060630,1574834,NA,NA,NA,NA,NA,NA,NA,NA
"562",20060630,1575569,NA,NA,NA,NA,NA,NA,NA,NA
"563",20060630,1951350,"CITIGROUP                     ",0.0144643481821351,0.00743229077969274,0.00839444935941142,0.00813500468168536,0.355995130397961,661245000,"1,626,551,000"
"564",20060630,2162966,NA,NA,NA,NA,NA,NA,NA,NA
"565",20060630,2277860,"CAPITAL ONE FC                ",0.0215216016640466,0.0185849161533072,0.00781942975076585,0.0185706639769519,0.703016812017499,59338268,"   89,530,186"
"566",20060630,2380443,NA,NA,NA,NA,NA,NA,NA,NA
"567",20060630,2816906,"TAUNUS CORP                   ",0.0197446328397986,0.00377871421589248,0.0178577073368819,0.00444497399398421,0,31014000,"  411,251,000"
"568",20060630,3232316,"HSBC NORTH AMER HOLD          ",0.0169380631070629,0.004582282337635,0.00946162819992528,0.00583223761275865,0.547264206418141,271020831,"  465,987,873"
"569",20060630,3242838,"REGIONS FC                    ",0.0146967863431082,0.00575102804117084,0.00581560795100692,0.00839449359480117,0.100739526547784,61123972,"   86,063,917"
"570",20060630,3587146,NA,NA,NA,NA,NA,NA,NA,NA
"571",20060630,3606542,NA,NA,NA,NA,NA,NA,NA,NA
"572",20060630,3846375,NA,NA,NA,NA,NA,NA,NA,NA
"573",20060630,3981856,NA,NA,NA,NA,NA,NA,NA,NA
"574",20060630,4846998,NA,NA,NA,NA,NA,NA,NA,NA
"575",20060630,5006575,NA,NA,NA,NA,NA,NA,NA,NA
"576",20060630,5280254,NA,NA,NA,NA,NA,NA,NA,NA
"577",20060930,1037003,"M&T BK CORP                   ",0.0151283202760107,0.00448347375279821,0.00701840702531808,0.00689900690175642,0.0530571096610859,41709773,"   56,373,476"
"578",20060930,1039502,"JPMORGAN CHASE & CO           ",0.0111918351545445,0.0075252479580039,0.00714259556407223,0.00729132178749489,0.21893637202292,461778000,"1,338,029,000"
"579",20060930,1068025,"KEYCORP                       ",0.0150841548446131,0.00571983133496774,0.00747141119007809,0.00689740678181787,0.0967677633781405,72209998,"   95,682,192"
"580",20060930,1068191,"HUNTINGTON BSHRS              ",0.01511047389617,0.00429236307513934,0.00793380706057871,0.00674862194997393,0.109552419617962,26588185,"   35,755,596"
"581",20060930,1069778,"PNC FNCL SVC GROUP            ",0.0122204734325446,0.0323589237487359,0.00645986375351426,0.0124516217323072,0.1054609376221,52915327,"   98,464,925"
"582",20060930,1070345,"FIFTH THIRD BC                ",0.0147056747471506,0.00587542674509728,0.00775802162289181,0.00725303429425436,0.131682527845765,73936916,"  105,828,398"
"583",20060930,1073757,"BANK OF AMER CORP             ",0.0140786561935113,0.00716161458654157,0.00832640646489253,0.00612765457538899,0.23593118343371,694416048,"1,451,603,528"
"584",20060930,1074156,"BB&T CORP                     ",0.0152429486200764,0.00557272485452167,0.00730737949364291,0.00772395999507921,0.0861012867213304,81214085.0444444,"  118,523,897"
"585",20060930,1111435,"STATE STREET CORP             ",0.00982098947037045,0.0110901058953593,0.00744785969912803,0.0097095261992941,0,7515559,"  112,341,939"
"586",20060930,1119794,"U S BC                        ",0.0145212238592608,0.00806990846418114,0.00686633925895183,0.0071015194484794,0.134166311183278,145342000,"  216,855,000"
"587",20060930,1132449,"CITIZENS FNCL GROUP           ",0.013224905766571,0.00296123268562932,0.00702942176874607,0.00470814106470495,0.123940175020829,106899962,"  163,084,111"
"588",20060930,1199611,"NORTHERN TR CORP              ",0.0102595559672395,0.00998251351829653,0.00695524551607621,0.00864155777673806,0.00150170060373659,20776445,"   55,200,927"
"589",20060930,1245415,"HARRIS FC                     ",0.013103076667956,0.00341136364993224,0.00869839900135737,0.0060178929114569,0.0537203041265569,29324108,"   56,112,165"
"590",20060930,1275216,NA,NA,NA,NA,NA,NA,NA,NA
"591",20060930,1378434,"UNIONBANCAL CORP              ",0.0133435784133426,0.00426545085359869,0.00457729441641025,0.00805390794681794,0.0139966801598185,35972816,"   52,013,259"
"592",20060930,1562859,NA,NA,NA,NA,NA,NA,NA,NA
"593",20060930,1574834,NA,NA,NA,NA,NA,NA,NA,NA
"594",20060930,1575569,NA,NA,NA,NA,NA,NA,NA,NA
"595",20060930,1951350,"CITIGROUP                     ",0.014192142238674,0.00644524718138546,0.00849650221503475,0.00706829728652517,0.346012650995995,682634000,"1,746,248,000"
"596",20060930,2162966,NA,NA,NA,NA,NA,NA,NA,NA
"597",20060930,2277860,"CAPITAL ONE FC                ",0.0220514040171602,0.0181552636943216,0.00811908565488063,0.0180862064325754,0.806007962693571,62883746,"   94,906,746"
"598",20060930,2380443,NA,NA,NA,NA,NA,NA,NA,NA
"599",20060930,2816906,"TAUNUS CORP                   ",0.0173657432004473,0.00412044888764121,0.0171267757255447,0.00364483401040785,0.00517651930841702,38636000,"  431,021,000"
"600",20060930,3232316,"HSBC NORTH AMER HOLD          ",0.018034686603208,0.00432273090015921,0.010320858999931,0.0059920026225573,0.573424178581169,277630079,"  473,595,754"
"601",20060930,3242838,"REGIONS FC                    ",0.0153975801376835,0.00512423375136717,0.00643796296897745,0.00795233279484653,0.0863988167761854,61708021,"   86,981,395"
"602",20060930,3587146,NA,NA,NA,NA,NA,NA,NA,NA
"603",20060930,3606542,NA,NA,NA,NA,NA,NA,NA,NA
"604",20060930,3846375,NA,NA,NA,NA,NA,NA,NA,NA
"605",20060930,3981856,NA,NA,NA,NA,NA,NA,NA,NA
"606",20060930,4846998,NA,NA,NA,NA,NA,NA,NA,NA
"607",20060930,5006575,NA,NA,NA,NA,NA,NA,NA,NA
"608",20060930,5280254,NA,NA,NA,NA,NA,NA,NA,NA
"609",20061231,1037003,"M&T BK CORP                   ",0.0152646184200254,0.00418984312687457,0.00708589631403049,0.00644222574277483,0.0704498475744809,42474187,"   57,064,905"
"610",20061231,1039502,"JPMORGAN CHASE & CO           ",0.012378655143838,0.00775423227181248,0.00813972416242453,0.00730584823014088,0.236033156153589,484254000,"1,351,520,000"
"611",20061231,1068025,"KEYCORP                       ",0.0134882986281865,0.00605079479309883,0.00668493865635734,0.00837200247674564,0.103252551749916,71599199,"   92,061,129"
"612",20061231,1068191,"HUNTINGTON BSHRS              ",0.0154750853407315,0.00435855747770368,0.00811888213109462,0.00756027487235898,0.12359984608179,26564758,"   35,330,726"
"613",20061231,1069778,"PNC FNCL SVC GROUP            ",0.0119474038659465,0.00949953177178456,0.00638648323292148,0.00926424441813275,0.103378304489193,51775854,"  101,854,178"
"614",20061231,1070345,"FIFTH THIRD BC                ",0.0155452414507097,0.00605700272187351,0.00800926693980068,0.00809978116160441,0.156077733926428,75260575,"  100,669,263"
"615",20061231,1073757,"BANK OF AMER CORP             ",0.0137727894459512,0.00674056626311355,0.00812483086146065,0.0062438311328885,0.243180076570826,707315346,"1,463,685,485"
"616",20061231,1074156,"BB&T CORP                     ",0.0153762639001149,0.0055646565606985,0.00750143395939706,0.00757941432158012,0.100836225587886,82689529,"  121,351,065"
"617",20061231,1111435,"STATE STREET CORP             ",0.0114148430003251,0.0121510904283318,0.00847481673317885,0.0109660563228072,0,8289851,"  107,385,095"
"618",20061231,1119794,"U S BC                        ",0.0146192161728215,0.00785013136768355,0.00695610129908043,0.00710206539191359,0.146965202432714,147654000,"  219,232,000"
"619",20061231,1132449,"CITIZENS FNCL GROUP           ",0.0133831799087939,0.00321899955788321,0.00725370605860353,0.00483092318867556,0.111018617211143,106667695,"  160,900,923"
"620",20061231,1199611,"NORTHERN TR CORP              ",0.010255361847045,0.00936083054486491,0.00713763802591309,0.00848382453877794,0.00420902496599347,21311349,"   60,712,241"
"621",20061231,1245415,"HARRIS FC                     ",0.0131737420639669,0.00309139366934991,0.00911851406859768,0.00546588563607704,0.0307941863474452,30362874,"   59,967,775"
"622",20061231,1275216,NA,NA,NA,NA,NA,NA,NA,NA
"623",20061231,1378434,"UNIONBANCAL CORP              ",0.0134659579925159,0.00434370660835428,0.00504150774609054,0.00842207470466885,0.0114671831485957,37498311,"   52,619,576"
"624",20061231,1562859,NA,NA,NA,NA,NA,NA,NA,NA
"625",20061231,1574834,NA,NA,NA,NA,NA,NA,NA,NA
"626",20061231,1575569,NA,NA,NA,NA,NA,NA,NA,NA
"627",20061231,1951350,"CITIGROUP                     ",0.0139344845190674,0.00688684181757007,0.00857127087890685,0.00756454059240532,0.377129561561904,700555000,"1,884,318,000"
"628",20061231,2162966,NA,NA,NA,NA,NA,NA,NA,NA
"629",20061231,2277860,"CAPITAL ONE FC                ",0.0191932826141194,0.0116435716379423,0.00774474366347128,0.0143958097392607,0.553334372610316,106197712.923077,"  149,739,285"
"630",20061231,2380443,NA,NA,NA,NA,NA,NA,NA,NA
"631",20061231,2816906,"TAUNUS CORP                   ",0.0187674388987299,0.00524237898417329,0.0186447153624397,0.00455003299642249,0.00780152909970354,38454000,"  431,865,000"
"632",20061231,3232316,"HSBC NORTH AMER HOLD          ",0.0182679321922417,0.0044499322784003,0.0104144156316589,0.00648929220146984,0.655813608342331,280770935,"  478,025,477"
"633",20061231,3242838,"REGIONS FC                    ",0.0151448209293752,0.00459389747981021,0.00662801577440576,0.00811388833259892,0.116304819777376,100958950.131868,"  143,370,472"
"634",20061231,3587146,NA,NA,NA,NA,NA,NA,NA,NA
"635",20061231,3606542,NA,NA,NA,NA,NA,NA,NA,NA
"636",20061231,3846375,NA,NA,NA,NA,NA,NA,NA,NA
"637",20061231,3981856,NA,NA,NA,NA,NA,NA,NA,NA
"638",20061231,4846998,NA,NA,NA,NA,NA,NA,NA,NA
"639",20061231,5006575,NA,NA,NA,NA,NA,NA,NA,NA
"640",20061231,5280254,NA,NA,NA,NA,NA,NA,NA,NA
"641",20070331,1037003,"M&T BK CORP                   ",0.0148861033270864,0.003819338907565,0.00709897058166827,0.00664800437035271,0.0568427679911408,43113664,"   57,842,471"
"642",20070331,1039502,"JPMORGAN CHASE & CO           ",0.0118339037474147,0.00914176694456313,0.00746530316171701,0.00756254090018014,0.227748647935629,485184000,"1,408,918,000"
"643",20070331,1068025,"KEYCORP                       ",0.0146901527897296,0.00745844616904549,0.00740137450107281,0.0084963296911646,0.0920782300178072,69686396,"   93,075,955"
"644",20070331,1068191,"HUNTINGTON BSHRS              ",0.015344090277483,0.00409554060098175,0.00798736051200618,0.00690051663464055,0.105170387712432,26445657,"   34,979,265"
"645",20070331,1069778,"PNC FNCL SVC GROUP            ",0.0120682212326967,0.00920296132590506,0.00610902187651342,0.00906158403273636,0.0759367092761078,65568392.3186813,"  122,586,871"
"646",20070331,1070345,"FIFTH THIRD BC                ",0.0149390864142214,0.00617132956030846,0.00725129345024931,0.00794000759819501,0.130926363638988,75860199,"   99,823,708"
"647",20070331,1073757,"BANK OF AMER CORP             ",0.0138880430443815,0.00609059581477432,0.00814274565652951,0.00605978803752438,0.235200367381497,741014999,"1,509,618,809"
"648",20070331,1074156,"BB&T CORP                     ",0.0155411039537878,0.00544567755691792,0.00777266382575061,0.00728750558314906,0.0972218974725734,84894455,"  121,694,315"
"649",20070331,1111435,"STATE STREET CORP             ",0.0106425559501711,0.0124646101140447,0.00769130998738327,0.0110382190739455,0,8424990,"  110,091,129"
"650",20070331,1119794,"U S BC                        ",0.0143916404754164,0.00765868285105307,0.00694519706657996,0.00690003973844876,0.159557279043464,148536000,"  221,448,000"
"651",20070331,1132449,"CITIZENS FNCL GROUP           ",0.0132647403094008,0.00285605209506363,0.0070192911661669,0.00503469124803777,0.127767619085615,107904547.505495,"  159,464,911"
"652",20070331,1199611,"NORTHERN TR CORP              ",0.0106898003499139,0.010303153464983,0.00741848684772361,0.00883176872758068,0.0106003746398017,21452072,"   59,532,356"
"653",20070331,1245415,"HARRIS FC                     ",0.0138446309175106,0.00334859462594627,0.00957380839349371,0.00601794225372847,0.0599203770223401,31972429,"   59,844,210"
"654",20070331,1275216,NA,NA,NA,NA,NA,NA,NA,NA
"655",20070331,1378434,"UNIONBANCAL CORP              ",0.0132272185823096,0.00410655327259908,0.00540600575474429,0.00775764270106465,0.0114904532379247,38458013,"   54,616,849"
"656",20070331,1562859,NA,NA,NA,NA,NA,NA,NA,NA
"657",20070331,1574834,NA,NA,NA,NA,NA,NA,NA,NA
"658",20070331,1575569,NA,NA,NA,NA,NA,NA,NA,NA
"659",20070331,1951350,"CITIGROUP                     ",0.0139200758449177,0.00713173799064408,0.00865724608924643,0.00786505067378669,0.368857730453099,723043000,"2,020,966,000"
"660",20070331,2162966,NA,NA,NA,NA,NA,NA,NA,NA
"661",20070331,2277860,"CAPITAL ONE FC                ",0.0189453828433696,0.0114174305804685,0.00783576281700827,0.0136421454659914,0.571046621399429,103057610,"  148,698,605"
"662",20070331,2380443,NA,NA,NA,NA,NA,NA,NA,NA
"663",20070331,2816906,"TAUNUS CORP                   ",0.0139493358070229,0.00420918320579899,0.0138191737828017,0.00438151039279599,0.0193484052449062,67189000,"  545,474,000"
"664",20070331,3232316,"HSBC NORTH AMER HOLD          ",0.0181455115535903,0.00488714068997832,0.0105502981031428,0.00598551246154647,0.712791868213473,280140261,"  483,547,569"
"665",20070331,3242838,"REGIONS FC                    ",0.0152089639873586,0.00483154050360735,0.00672714204748926,0.00772343646786678,0.0785414181827279,94338760,"  138,069,628"
"666",20070331,3587146,NA,NA,NA,NA,NA,NA,NA,NA
"667",20070331,3606542,NA,NA,NA,NA,NA,NA,NA,NA
"668",20070331,3846375,NA,NA,NA,NA,NA,NA,NA,NA
"669",20070331,3981856,NA,NA,NA,NA,NA,NA,NA,NA
"670",20070331,4846998,NA,NA,NA,NA,NA,NA,NA,NA
"671",20070331,5006575,NA,NA,NA,NA,NA,NA,NA,NA
"672",20070331,5280254,NA,NA,NA,NA,NA,NA,NA,NA
"673",20070630,1037003,"M&T BK CORP                   ",0.0151752225355483,0.00469672321840878,0.0071932036784625,0.00659400620390143,0.0655469431095222,43571826,"   57,869,069"
"674",20070630,1039502,"JPMORGAN CHASE & CO           ",0.0119084361081505,0.00901071436899623,0.00766370241735149,0.00778441224601212,0.240485339529157,503565000,"1,458,042,000"
"675",20070630,1068025,"KEYCORP                       ",0.0149133226363211,0.00685612160575666,0.00758534763537368,0.00893837767295926,0.100979978639487,70741746,"   93,490,903"
"676",20070630,1068191,"HUNTINGTON BSHRS              ",0.0149721812984821,0.00431271348828201,0.00793672387912157,0.00668048044811058,0.165205417348974,26729753,"   36,422,081"
"677",20070630,1069778,"PNC FNCL SVC GROUP            ",0.0123606541608998,0.00702149748453338,0.00648564761647058,0.00754971235091397,0.0641717534826478,66326690,"  125,736,711"
"678",20070630,1070345,"FIFTH THIRD BC                ",0.0150242449133478,0.00663675758610678,0.00739535519581911,0.00791850487486794,0.161111659548475,77047186,"  101,389,721"
"679",20070630,1073757,"BANK OF AMER CORP             ",0.0138962430480828,0.00716275613630687,0.00836450836105453,0.00595490174581979,0.233918467729009,772658105,"1,535,684,280"
"680",20070630,1074156,"BB&T CORP                     ",0.0153607643381,0.00571021198561967,0.00779722528464171,0.0071863865797179,0.106628517102276,86939219,"  127,577,050"
"681",20070630,1111435,"STATE STREET CORP             ",0.0107061167061046,0.0136887032255783,0.00728353144951768,0.0120879933030327,0,10381567,"  112,345,777"
"682",20070630,1119794,"U S BC                        ",0.0145418595245585,0.00831797959825641,0.00720801689659821,0.00726643598615917,0.168014561261976,149987000,"  222,530,000"
"683",20070630,1132449,"CITIZENS FNCL GROUP           ",0.0135630149909408,0.0034754219751715,0.00726860624528731,0.00460753131835102,0.133396504469063,108530580,"  159,392,731"
"684",20070630,1199611,"NORTHERN TR CORP              ",0.0111437504485425,0.0113021306218209,0.00786908393182899,0.00932245394686713,0.0107767154621021,22539335,"   59,609,734"
"685",20070630,1245415,"HARRIS FC                     ",0.01343898975715,0.00306488146432009,0.00935516948091444,0.00464131537638178,0.0945894862199157,33114674,"   64,475,903"
"686",20070630,1275216,NA,NA,NA,NA,NA,NA,NA,NA
"687",20070630,1378434,"UNIONBANCAL CORP              ",0.0138227387143597,0.00437326005819441,0.0057852703603293,0.00777267645911477,0.0106797751552024,38839769,"   53,173,833"
"688",20070630,1562859,NA,NA,NA,NA,NA,NA,NA,NA
"689",20070630,1574834,NA,NA,NA,NA,NA,NA,NA,NA
"690",20070630,1575569,NA,NA,NA,NA,NA,NA,NA,NA
"691",20070630,1951350,"CITIGROUP                     ",0.0137775084133847,0.00679059429970111,0.00860204983101187,0.00680635391779603,0.343277018880236,775467000,"2,220,866,000"
"692",20070630,2162966,NA,NA,NA,NA,NA,NA,NA,NA
"693",20070630,2277860,"CAPITAL ONE FC                ",0.0188476120712037,0.0132868449021799,0.00790039153419148,0.0142754088300688,0.586003202041324,95884459,"  145,937,957"
"694",20070630,2380443,NA,NA,NA,NA,NA,NA,NA,NA
"695",20070630,2816906,"TAUNUS CORP                   ",0.0152832638035534,0.00325146324511977,0.0150666151331696,0.00419431825862998,0.00569703184640802,70212000,"  576,971,000"
"696",20070630,3232316,"HSBC NORTH AMER HOLD          ",0.0181535702880803,0.00423544519419418,0.0106287150299557,0.0057997806741441,0.759091670856673,282913261,"  483,491,559"
"697",20070630,3242838,"REGIONS FC                    ",0.014731994273827,0.00540533549312783,0.00668638194858237,0.0077823156180993,0.0843804453075194,95592053,"  137,624,205"
"698",20070630,3587146,NA,NA,NA,NA,NA,NA,NA,NA
"699",20070630,3606542,NA,NA,NA,NA,NA,NA,NA,NA
"700",20070630,3846375,NA,NA,NA,NA,NA,NA,NA,NA
"701",20070630,3981856,NA,NA,NA,NA,NA,NA,NA,NA
"702",20070630,4846998,NA,NA,NA,NA,NA,NA,NA,NA
"703",20070630,5006575,NA,NA,NA,NA,NA,NA,NA,NA
"704",20070630,5280254,NA,NA,NA,NA,NA,NA,NA,NA
"705",20070930,1037003,"M&T BK CORP                   ",0.0148815519525582,0.00393046788015683,0.00708780709571603,0.00622167435565348,0.0671809741433249,43750482,"   60,008,123"
"706",20070930,1039502,"JPMORGAN CHASE & CO           ",0.0127354138857442,0.00614027676866668,0.00803811905445821,0.00644509403038035,0.277204214287673,510454000,"1,479,575,000"
"707",20070930,1068025,"KEYCORP                       ",0.014810596948625,0.00449000561532124,0.00764428500946966,0.00723094085480344,0.114437456145922,72417723,"   96,829,723"
"708",20070930,1068191,"HUNTINGTON BSHRS              ",0.0154604375588098,0.00380575939013823,0.00798368473077712,0.00697949485316297,0.142784379634855,40245999,"   55,303,286"
"709",20070930,1069778,"PNC FNCL SVC GROUP            ",0.0123731913146183,0.00753029313683124,0.00658492500978282,0.00834455936592773,0.0851433519929642,67884337,"  131,477,883"
